,title,link
0,트럼프 “비즈니스 천재들” 찬사 뒤 “대미 투자 확대” 청구서,https://news.naver.com/main/read.nhn?mode=LPOD&mid=sec&oid=032&aid=0002948847
1,문 대통령 “한국 기업 피해 발생 땐 필요한 대응…그러지 않길 바란다”,https://news.naver.com/main/read.nhn?mode=LPOD&mid=sec&oid=032&aid=0002950392
2,"남관표 주일 대사 “수출 규제, 한·일 경제 악영향…정상회담 재개 노력하겠다”",https://news.naver.com/main/read.nhn?mode=LPOD&mid=sec&oid=032&aid=0002949920
3,‘윤석열 방패막이’ 된 황교안,https://news.naver.com/main/read.nhn?mode=LPOD&mid=sec&oid=032&aid=0002950387
4,특고노동자 ‘산재보험 가입률’ 높인다 [하반기 경제정책방향],https://news.naver.com/main/read.nhn?mode=LPOD&mid=sec&oid=032&aid=0002949563
5,"자사고가 내세우는 교과편성 자율성, 일반고도 큰 차이 없다",https://news.naver.com/main/read.nhn?mode=LPOD&mid=sec&oid=032&aid=0002950188
6,우정본부·노조 3차 조정 결렬…5일까지 추가 협의,https://news.naver.com/main/read.nhn?mode=LPOD&mid=sec&oid=032&aid=0002949086
7,비건 실무협상팀 새 파트너 ‘리용호 북 외무성 라인’,https://news.naver.com/main/read.nhn?mode=LPOD&mid=sec&oid=032&aid=0002949330
8,"공공부문 비정규직, 3일부터 “총파업”",https://news.naver.com/main/read.nhn?mode=LPOD&mid=sec&oid=032&aid=0002949098
9,①상도 - 최인호 [윤상현의 내 인생의 책],https://news.naver.com/main/read.nhn?mode=LPOD&mid=sec&oid=032&aid=0002950180
10,"“일 보복조치는 쇼크요법…효과 의문, 대립 더 확대되기 전 양국 협의 필요”",https://news.naver.com/main/read.nhn?mode=LPOD&mid=sec&oid=032&aid=0002950075
11,"현직 법관·김앤장 변호사들, 여러 차례 사적 모임 가졌다",https://news.naver.com/main/read.nhn?mode=LPOD&mid=sec&oid=032&aid=0002950374
12,조원진 “광화문은 넓다…천막 막으려면 화분 5000개 갖다놔야”,https://news.naver.com/main/read.nhn?mode=LPOD&mid=sec&oid=032&aid=0002949899
13,"나경원 “문 정권, 절대권력 완성 위해 민주주의 악용하는 신독재”",https://news.naver.com/main/read.nhn?mode=LPOD&mid=sec&oid=032&aid=0002949701
14,격동시대 보수의 전략…그때는 있고 지금은 없다 [박성민의 정치 인사이드],https://news.naver.com/main/read.nhn?mode=LPOD&mid=sec&oid=032&aid=0002949995
15,“남북대화는 다음에 도모”…고비 맞는 문 정부 촉진자론,https://news.naver.com/main/read.nhn?mode=LPOD&mid=sec&oid=032&aid=0002948852
16,"[단독]“여자 임신 시키기려면 각고가 큰 세상” 춘천미술관, 성차별적 작품 전시로 논란",https://news.naver.com/main/read.nhn?mode=LPOD&mid=sec&oid=032&aid=0002949230
17,"EU, 한국 국회서 ‘ILO 핵심협약’ 비준 가능성 낮다고 판단",https://news.naver.com/main/read.nhn?mode=LPOD&mid=sec&oid=032&aid=0002949808
18,[속보] ‘한국의 서원’ 유네스코 세계유산 등재 확정,https://news.naver.com/main/read.nhn?mode=LPOD&mid=sec&oid=032&aid=0002950024
19,"청 “일본 수출 규제는 보복적 성격”…홍남기 “반드시, 단호히 대응” [한·일 경제 충돌]",https://news.naver.com/main/read.nhn?mode=LPOD&mid=sec&oid=032&aid=0002949823
20,“현금성 복지 원점 재검토” 복지대타협특위 출범…지방자치 역행 논란,https://news.naver.com/main/read.nhn?mode=LPOD&mid=sec&oid=032&aid=0002949835
